country,lat_long,lat,lon,population_str,population,median_age_str,median_age_total,median_age_male,median_age_female,male_minus_female,age_dist_str,age_0-14_perc,age_15-24_perc,age_25-54_perc,age_55-64_perc,age_65+_perc,0-14_male,0-14_female,15-24_male,15-24_female,25-54_male,25-54_female,55-64_male,55-64_female,65+_male,65+_female,migration_str,migration,birth_rate,death_rate,pop_growth,map_ref,life_exp_total,life_exp_male,life_exp_female
Nicaragua,"13 00 N, 85 00 W",13.0,-85.0,"6,025,951 (July 2017 est.)",6025951,"total: 25.7 years
male: 24.8 years
female: 26.6 years (2017 est.)",25.7,24.8,26.6,-1.8000000000000007,"0-14 years: 27.24% (male 837,465/female 803,985)
15-24 years: 21.26% (male 644,153/female 636,787)
25-54 years: 40.24% (male 1,149,747/female 1,274,818)
55-64 years: 5.98% (male 166,782/female 193,781)
65 years and over: 5.28% (male 141,816/female 176,617) (2017 est.)",27.24,21.26,40.24,5.98,5.28,837465,803985,644153,636787,1149747,1274818,166782,193781,141816,176617,"-2.7 migrant(s)/1,000 population (2017 est.)",-2.7,17.7,5.1,12.6,Central America and the Caribbean,73.5,71.3,75.8
Niger,"16 00 N, 8 00 E",16.0,8.0,"19,245,344 (July 2017 est.)",19245344,"total: 15.4 years
male: 15.3 years
female: 15.5 years (2017 est.)",15.4,15.3,15.5,-0.1999999999999993,"0-14 years: 49.01% (male 4,757,806/female 4,674,437)
15-24 years: 19.1% (male 1,815,689/female 1,860,230)
25-54 years: 25.97% (male 2,495,927/female 2,501,362)
55-64 years: 3.28% (male 328,082/female 304,030)
65 years and over: 2.64% (male 259,046/female 248,735) (2017 est.)",49.01,19.1,25.97,3.28,2.64,4757806,4674437,1815689,1860230,2495927,2501362,328082,304030,259046,248735,"-0.5 migrant(s)/1,000 population (2017 est.)",-0.5,44.2,11.8,32.40000000000001,Africa,55.9,54.7,57.3
Nigeria,"10 00 N, 8 00 E",10.0,8.0,"190,632,261
note: estimates for this country explicitly take into account the effects of excess mortality due to AIDS; this can result in lower life expectancy, higher infant mortality, higher death rates, lower population growth rates, and changes in the distribution of population by age and sex than would otherwise be expected (July 2017 est.)",190632261,"total: 18.4 years
male: 18.3 years
female: 18.5 years (2017 est.)",18.4,18.3,18.5,-0.1999999999999993,"0-14 years: 42.54% (male 41,506,288/female 39,595,720)
15-24 years: 19.61% (male 19,094,899/female 18,289,513)
25-54 years: 30.74% (male 30,066,196/female 28,537,846)
55-64 years: 3.97% (male 3,699,947/female 3,870,080)
65 years and over: 3.13% (male 2,825,134/female 3,146,638) (2017 est.)",42.54,19.61,30.74,3.97,3.13,41506288,39595720,19094899,18289513,30066196,28537846,3699947,3870080,2825134,3146638,"-0.2 migrant(s)/1,000 population (2017 est.)",-0.2,36.9,12.4,24.5,Africa,53.8,52.8,55.0
Northern Mariana Islands,"15 12 N, 145 45 E",15.2,145.75,"52,263 (July 2017 est.)",52263,"total: 33.6 years
male: 32.8 years
female: 34.4 years (2017 est.)",33.6,32.8,34.4,-1.6000000000000014,"0-14 years: 26.63% (male 7,536/female 6,384)
15-24 years: 15.59% (male 4,343/female 3,807)
25-54 years: 39.96% (male 10,834/female 10,049)
55-64 years: 12.37% (male 3,548/female 2,919)
65 years and over: 5.44% (male 1,539/female 1,304) (2017 est.)",26.63,15.59,39.96,12.37,5.44,7536,6384,4343,3807,10834,10049,3548,2919,1539,1304,"-15.2 migrant(s)/1,000 population (2017 est.)",-15.2,15.0,4.8,10.2,Oceania,75.4,73.4,77.8
Norway,"62 00 N, 10 00 E",62.0,10.0,"5,320,045 (July 2017 est.)",5320045,"total: 39.2 years
male: 38.4 years
female: 40 years (2017 est.)",39.2,38.4,40.0,-1.6000000000000014,"0-14 years: 18% (male 490,915/female 466,515)
15-24 years: 12.58% (male 343,103/female 326,053)
25-54 years: 41.01% (male 1,125,334/female 1,056,330)
55-64 years: 11.71% (male 315,223/female 307,639)
65 years and over: 16.71% (male 409,057/female 479,876) (2017 est.)",18.0,12.58,41.01,11.71,16.71,490915,466515,343103,326053,1125334,1056330,315223,307639,409057,479876,"5.9 migrant(s)/1,000 population (2017 est.)",5.9,12.2,8.1,4.1,Europe,81.9,79.8,84.0
Oman,"21 00 N, 57 00 E",21.0,57.0,"4,613,241 (July 2017 est.)
note: immigrants make up approximately 45% of the total population (2017)",4613241,"total: 25.6 years
male: 26.6 years
female: 24.2 years (2017 est.)",25.6,26.6,24.2,2.400000000000002,"0-14 years: 30.1% (male 528,554/female 502,272)
15-24 years: 18.69% (male 335,764/female 304,207)
25-54 years: 43.8% (male 864,858/female 635,006)
55-64 years: 3.92% (male 71,477/female 62,793)
65 years and over: 3.49% (male 58,561/female 60,894) (2017 est.)",30.1,18.69,43.8,3.92,3.49,528554,502272,335764,304207,864858,635006,71477,62793,58561,60894,"-0.4 migrant(s)/1,000 population (2017 est.)",-0.4,24.0,3.3,20.7,Middle East,75.7,73.7,77.7
Pakistan,"30 00 N, 70 00 E",30.0,70.0,"204,924,861 (July 2017 est.)
note: provisional results of Pakistan's 2017 national census estimate the country's total population to be 207,774,000",204924861,"total: 23.8 years
male: 23.7 years
female: 23.8 years (2017 est.)",23.8,23.7,23.8,-0.10000000000000142,"0-14 years: 31.36% (male 33,005,623/female 31,265,463)
15-24 years: 21.14% (male 22,337,897/female 20,980,455)
25-54 years: 37.45% (male 39,846,417/female 36,907,683)
55-64 years: 5.57% (male 5,739,817/female 5,669,495)
65 years and over: 4.48% (male 4,261,917/female 4,910,094) (2017 est.)",31.36,21.14,37.45,5.57,4.48,33005623,31265463,22337897,20980455,39846417,36907683,5739817,5669495,4261917,4910094,"-1.3 migrant(s)/1,000 population (2017 est.)",-1.3,21.9,6.3,15.599999999999998,Asia,68.1,66.1,70.1
Palau,"7 30 N, 134 30 E",7.5,134.5,"21,431 (July 2017 est.)",21431,"total: 33.4 years
male: 32.7 years
female: 35 years (2017 est.)",33.4,32.7,35.0,-2.299999999999997,"0-14 years: 19.69% (male 2,177/female 2,043)
15-24 years: 16.68% (male 1,788/female 1,787)
25-54 years: 45.89% (male 6,005/female 3,830)
55-64 years: 9.65% (male 731/female 1,338)
65 years and over: 8.08% (male 446/female 1,286) (2017 est.)",19.69,16.68,45.89,9.65,8.08,2177,2043,1788,1787,6005,3830,731,1338,446,1286,"0.8 migrant(s)/1,000 population (2017 est.)",0.8,11.3,8.1,3.200000000000001,Oceania,73.4,70.2,76.8
Panama,"9 00 N, 80 00 W",9.0,-80.0,"3,753,142 (July 2017 est.)",3753142,"total: 29.2 years
male: 28.8 years
female: 29.6 years (2017 est.)",29.2,28.8,29.6,-0.8000000000000007,"0-14 years: 26.4% (male 505,711/female 484,980)
15-24 years: 16.99% (male 324,897/female 312,729)
25-54 years: 40.35% (male 766,747/female 747,472)
55-64 years: 7.91% (male 147,069/female 149,706)
65 years and over: 8.36% (male 144,086/female 169,745) (2017 est.)",26.4,16.99,40.35,7.91,8.36,505711,484980,324897,312729,766747,747472,147069,149706,144086,169745,"-0.2 migrant(s)/1,000 population (2017 est.)",-0.2,17.9,4.9,12.999999999999998,Central America and the Caribbean,78.8,76.0,81.7
Papua New Guinea,"6 00 S, 147 00 E",-6.0,147.0,"6,909,701 (July 2017 est.)",6909701,"total: 23.1 years
male: 23.2 years
female: 23.1 years (2017 est.)",23.1,23.2,23.1,0.09999999999999787,"0-14 years: 33.43% (male 1,175,934/female 1,133,882)
15-24 years: 19.92% (male 697,463/female 678,680)
25-54 years: 36.89% (male 1,309,843/female 1,238,972)
55-64 years: 5.49% (male 193,273/female 185,931)
65 years and over: 4.28% (male 148,802/female 146,921) (2017 est.)",33.43,19.92,36.89,5.49,4.28,1175934,1133882,697463,678680,1309843,1238972,193273,185931,148802,146921,"0 migrant(s)/1,000 population (2017 est.)",0.0,23.7,6.6,17.1,Oceania,67.3,65.1,69.7
Paraguay,"23 00 S, 58 00 W",-23.0,-58.0,"6,943,739 (July 2017 est.)",6943739,"total: 28.2 years
male: 28 years
female: 28.5 years (2017 est.)",28.2,28.0,28.5,-0.5,"0-14 years: 24.56% (male 867,854/female 837,480)
15-24 years: 19.29% (male 673,354/female 666,053)
25-54 years: 41.08% (male 1,426,941/female 1,425,279)
55-64 years: 7.95% (male 281,388/female 270,939)
65 years and over: 7.12% (male 232,011/female 262,440) (2017 est.)",24.56,19.29,41.08,7.95,7.12,867854,837480,673354,666053,1426941,1425279,281388,270939,232011,262440,"-0.1 migrant(s)/1,000 population (2017 est.)",-0.1,16.6,4.8,11.8,South America,77.4,74.7,80.2
Peru,"10 00 S, 76 00 W",-10.0,-76.0,"31,036,656 (July 2017 est.)",31036656,"total: 28 years
male: 27.2 years
female: 28.8 years (2017 est.)",28.0,27.2,28.8,-1.6000000000000014,"0-14 years: 26.31% (male 4,155,672/female 4,009,888)
15-24 years: 18.31% (male 2,847,460/female 2,835,727)
25-54 years: 40.19% (male 5,985,354/female 6,487,232)
55-64 years: 7.78% (male 1,168,533/female 1,247,299)
65 years and over: 7.41% (male 1,086,790/female 1,212,701) (2017 est.)",26.31,18.31,40.19,7.78,7.41,4155672,4009888,2847460,2835727,5985354,6487232,1168533,1247299,1086790,1212701,"-2.2 migrant(s)/1,000 population (2017 est.)",-2.2,17.8,6.1,11.7,South America,74.0,71.9,76.1
Philippines,"13 00 N, 122 00 E",13.0,122.0,"104,256,076 (July 2017 est.)",104256076,"total: 23.5 years
male: 23.1 years
female: 24 years (2017 est.)",23.5,23.1,24.0,-0.8999999999999986,"0-14 years: 33.39% (male 17,764,826/female 17,050,168)
15-24 years: 19.16% (male 10,199,389/female 9,780,025)
25-54 years: 36.99% (male 19,597,675/female 18,964,900)
55-64 years: 5.97% (male 2,844,739/female 3,375,139)
65 years and over: 4.49% (male 1,930,273/female 2,748,942) (2017 est.)",33.39,19.16,36.99,5.97,4.49,17764826,17050168,10199389,9780025,19597675,18964900,2844739,3375139,1930273,2748942,"-2 migrant(s)/1,000 population (2017 est.)",-2.0,23.7,6.1,17.6,Southeast Asia,69.4,65.9,73.1
Poland,"52 00 N, 20 00 E",52.0,20.0,"38,476,269 (July 2017 est.)",38476269,"total: 40.7 years
male: 39 years
female: 42.4 years (2017 est.)",40.7,39.0,42.4,-3.3999999999999986,"0-14 years: 14.76% (male 2,919,353/female 2,757,923)
15-24 years: 10.7% (male 2,113,358/female 2,003,033)
25-54 years: 43.48% (male 8,447,418/female 8,283,757)
55-64 years: 14.21% (male 2,586,097/female 2,880,031)
65 years and over: 16.86% (male 2,560,847/female 3,924,452) (2017 est.)",14.76,10.7,43.48,14.21,16.86,2919353,2757923,2113358,2003033,8447418,8283757,2586097,2880031,2560847,3924452,"-0.4 migrant(s)/1,000 population (2017 est.)",-0.4,9.5,10.4,-0.9000000000000004,Europe,77.8,73.9,81.8
Portugal,"39 30 N, 8 00 W",39.5,-8.0,"10,839,514 (July 2017 est.)",10839514,"total: 42.2 years
male: 40.2 years
female: 44.4 years (2017 est.)",42.2,40.2,44.4,-4.199999999999996,"0-14 years: 15.34% (male 866,004/female 797,004)
15-24 years: 11.36% (male 653,672/female 577,800)
25-54 years: 41.72% (male 2,298,920/female 2,223,184)
55-64 years: 12.18% (male 617,036/female 702,992)
65 years and over: 19.4% (male 861,270/female 1,241,632) (2017 est.)",15.34,11.36,41.72,12.18,19.4,866004,797004,653672,577800,2298920,2223184,617036,702992,861270,1241632,"2.5 migrant(s)/1,000 population (2017 est.)",2.5,9.0,11.1,-2.1,Europe,79.4,76.2,82.9
Puerto Rico,"18 15 N, 66 30 W",18.25,-66.5,"3,351,827 (July 2017 est.)",3351827,"total: 41.5 years
male: 39.5 years
female: 43.2 years (2017 est.)",41.5,39.5,43.2,-3.700000000000003,"0-14 years: 15.77% (male 270,656/female 258,073)
15-24 years: 13.71% (male 233,667/female 225,812)
25-54 years: 38.1% (male 607,954/female 669,149)
55-64 years: 12.93% (male 198,720/female 234,713)
65 years and over: 19.48% (male 281,413/female 371,670) (2017 est.)",15.77,13.71,38.1,12.93,19.48,270656,258073,233667,225812,607954,669149,198720,234713,281413,371670,"-16.9 migrant(s)/1,000 population (2017 est.)",-16.9,8.1,8.6,-0.5,Central America and the Caribbean,80.9,77.6,84.4
Qatar,"25 30 N, 51 15 E",25.5,51.25,"2,314,307 (July 2017 est.)",2314307,"total: 33.2 years
male: 34.3 years
female: 28.1 years (2017 est.)",33.2,34.3,28.1,6.1999999999999975,"0-14 years: 12.63% (male 148,021/female 144,252)
15-24 years: 12.35% (male 206,055/female 79,859)
25-54 years: 70.59% (male 1,359,383/female 274,334)
55-64 years: 3.42% (male 61,051/female 18,203)
65 years and over: 1% (male 14,932/female 8,217) (2017 est.)",12.63,12.35,70.59,3.42,1.0,148021,144252,206055,79859,1359383,274334,61051,18203,14932,8217,"14.6 migrant(s)/1,000 population (2017 est.)",14.6,9.6,1.5,8.1,Middle East,78.9,76.8,81.0
Romania,"46 00 N, 25 00 E",46.0,25.0,"21,529,967 (July 2017 est.)",21529967,"total: 41.1 years
male: 39.7 years
female: 42.6 years (2017 est.)",41.1,39.7,42.6,-2.8999999999999986,"0-14 years: 14.35% (male 1,586,976/female 1,502,864)
15-24 years: 10.6% (male 1,170,679/female 1,110,727)
25-54 years: 46.03% (male 5,016,529/female 4,893,792)
55-64 years: 12.61% (male 1,271,281/female 1,443,414)
65 years and over: 16.41% (male 1,428,599/female 2,105,106) (2017 est.)",14.35,10.6,46.03,12.61,16.41,1586976,1502864,1170679,1110727,5016529,4893792,1271281,1443414,1428599,2105106,"-0.2 migrant(s)/1,000 population (2017 est.)",-0.2,8.9,12.0,-3.1,Europe,75.4,71.9,79.0
Russia,"60 00 N, 100 00 E",60.0,100.0,"142,257,519 (July 2017 est.)",142257519,"total: 39.6 years
male: 36.6 years
female: 42.5 years (2017 est.)",39.6,36.6,42.5,-5.899999999999999,"0-14 years: 17.12% (male 12,509,563/female 11,843,254)
15-24 years: 9.46% (male 6,881,880/female 6,572,191)
25-54 years: 44.71% (male 31,220,990/female 32,375,489)
55-64 years: 14.44% (male 8,849,707/female 11,693,131)
65 years and over: 14.28% (male 6,352,557/female 13,958,757) (2017 est.)",17.12,9.46,44.71,14.44,14.28,12509563,11843254,6881880,6572191,31220990,32375489,8849707,11693131,6352557,13958757,"1.7 migrant(s)/1,000 population (2017 est.)",1.7,11.0,13.5,-2.5,Asia,71.0,65.3,77.1
Rwanda,"2 00 S, 30 00 E",-2.0,30.0,"11,901,484
note: estimates for this country explicitly take into account the effects of excess mortality due to AIDS; this can result in lower life expectancy, higher infant mortality, higher death rates, lower population growth rates, and changes in the distribution of population by age and sex than would otherwise be expected (July 2017 est.)",11901484,"total: 19 years
male: 18.3 years
female: 19.8 years (2017 est.)",19.0,18.3,19.8,-1.5,"0-14 years: 41.38% (male 2,485,386/female 2,439,101)
15-24 years: 19.34% (male 1,151,657/female 1,149,928)
25-54 years: 32.77% (male 1,845,501/female 2,054,410)
55-64 years: 4.09% (male 216,725/female 269,972)
65 years and over: 2.43% (male 113,822/female 174,982) (2017 est.)",41.38,19.34,32.77,4.09,2.43,2485386,2439101,1151657,1149928,1845501,2054410,216725,269972,113822,174982,"0.2 migrant(s)/1,000 population (2017 est.)",0.2,30.7,6.4,24.3,Africa,64.3,62.3,66.3
"Saint Helena, Ascension, and Tristan da Cunha","Saint Helena: 15 57 S, 5 42 W
Ascension Island: 7 57 S, 14 22 W
Tristan da Cunha island group: 37 15 S, 12 30 W",-15.95,-5.7,"7,828
note: Saint Helena's statistical agency estimated the enumerated national population (including Ascension Island and Tristan da Cuhna) to be 5,901 in 2016, according to the 2016 census; only Saint Helena, Ascension, and Tristan da Cunha islands are inhabited, none of the other nearby islands/islets are (July 2017 est.)",7828,"total: 41.9 years
male: 42 years
female: 41.9 years (2017 est.)",41.9,42.0,41.9,0.10000000000000142,"0-14 years: 15.97% (male 637/female 613)
15-24 years: 12.19% (male 486/female 468)
25-54 years: 43.89% (male 1,701/female 1,735)
55-64 years: 12.83% (male 517/female 487)
65 years and over: 15.13% (male 604/female 580) (2017 est.)",15.97,12.19,43.89,12.83,15.13,637,613,486,468,1701,1735,517,487,604,580,"0 migrant(s)/1,000 population (2017 est.)",0.0,9.6,7.8,1.7999999999999998,Africa,79.6,76.7,82.7
Saint Kitts and Nevis,"17 20 N, 62 45 W",17.333333333333332,-62.75,"52,715 (July 2017 est.)",52715,"total: 35 years
male: 35.2 years
female: 34.8 years (2017 est.)",35.0,35.2,34.8,0.4000000000000057,"0-14 years: 20.32% (male 5,378/female 5,332)
15-24 years: 14.54% (male 3,689/female 3,978)
25-54 years: 44.6% (male 12,070/female 11,441)
55-64 years: 11.9% (male 3,130/female 3,142)
65 years and over: 8.64% (male 2,107/female 2,448) (2017 est.)",20.32,14.54,44.6,11.9,8.64,5378,5332,3689,3978,12070,11441,3130,3142,2107,2448,"1.2 migrant(s)/1,000 population (2017 est.)",1.2,13.2,7.1,6.1,Central America and the Caribbean,75.9,73.5,78.4
Saint Lucia,"13 53 N, 60 58 W",13.883333333333333,-60.96666666666667,"164,994 (July 2017 est.)",164994,"total: 34.8 years
male: 33.7 years
female: 36 years (2017 est.)",34.8,33.7,36.0,-2.299999999999997,"0-14 years: 20.02% (male 17,006/female 16,027)
15-24 years: 15.37% (male 12,870/female 12,492)
25-54 years: 42.97% (male 34,117/female 36,779)
55-64 years: 9.99% (male 7,608/female 8,881)
65 years and over: 11.65% (male 8,704/female 10,510) (2017 est.)",20.02,15.37,42.97,9.99,11.65,17006,16027,12870,12492,34117,36779,7608,8881,8704,10510,"-2.5 migrant(s)/1,000 population (2017 est.)",-2.5,13.3,7.7,5.6000000000000005,Central America and the Caribbean,77.9,75.2,80.8
Saint Pierre and Miquelon,"46 50 N, 56 20 W",46.83333333333334,-56.33333333333334,"5,533 (July 2017 est.)",5533,"total: 46.5 years
male: 46 years
female: 47 years (2017 est.)",46.5,46.0,47.0,-1.0,"0-14 years: 15.29% (male 437/female 409)
15-24 years: 9.05% (male 258/female 243)
25-54 years: 41.79% (male 1,137/female 1,175)
55-64 years: 13.54% (male 388/female 361)
65 years and over: 20.33% (male 477/female 648) (2017 est.)",15.29,9.05,41.79,13.54,20.33,437,409,258,243,1137,1175,388,361,477,648,"-8 migrant(s)/1,000 population (2017 est.)",-8.0,7.1,9.9,-2.8000000000000007,North America,80.6,78.3,83.1
Saint Vincent and the Grenadines,"13 15 N, 61 12 W",13.25,-61.2,"102,089 (July 2017 est.)",102089,"total: 33.6 years
male: 33.8 years
female: 33.4 years (2017 est.)",33.6,33.8,33.4,0.3999999999999986,"0-14 years: 21.3% (male 10,970/female 10,779)
15-24 years: 15.97% (male 8,226/female 8,080)
25-54 years: 42.66% (male 22,608/female 20,939)
55-64 years: 10.64% (male 5,595/female 5,272)
65 years and over: 9.42% (male 4,515/female 5,105) (2017 est.)",21.3,15.97,42.66,10.64,9.42,10970,10779,8226,8080,22608,20939,5595,5272,4515,5105,"-8.4 migrant(s)/1,000 population (2017 est.)",-8.4,13.2,7.3,5.9,Central America and the Caribbean,75.5,73.5,77.6
Samoa,"13 35 S, 172 20 W",-13.583333333333336,-172.33333333333337,"200,108 (July 2017 est.)",200108,"total: 24.4 years
male: 24.1 years
female: 24.6 years (2017 est.)",24.4,24.1,24.6,-0.5,"0-14 years: 31.35% (male 32,372/female 30,359)
15-24 years: 19.82% (male 20,358/female 19,306)
25-54 years: 36.33% (male 37,423/female 35,273)
55-64 years: 6.78% (male 6,912/female 6,663)
65 years and over: 5.72% (male 4,976/female 6,466) (2017 est.)",31.35,19.82,36.33,6.78,5.72,32372,30359,20358,19306,37423,35273,6912,6663,4976,6466,"-9.1 migrant(s)/1,000 population (2017 est.)",-9.1,20.4,5.3,15.099999999999998,Oceania,74.0,71.1,77.0
San Marino,"43 46 N, 12 25 E",43.76666666666666,12.416666666666664,"33,537 (July 2017 est.)",33537,"total: 44.4 years
male: 43.3 years
female: 45.4 years (2017 est.)",44.4,43.3,45.4,-2.1000000000000014,"0-14 years: 15.22% (male 2,709/female 2,396)
15-24 years: 11.52% (male 2,003/female 1,861)
25-54 years: 40.78% (male 6,435/female 7,240)
55-64 years: 12.92% (male 2,142/female 2,191)
65 years and over: 19.56% (male 2,945/female 3,615) (2017 est.)",15.22,11.52,40.78,12.92,19.56,2709,2396,2003,1861,6435,7240,2142,2191,2945,3615,"7.5 migrant(s)/1,000 population (2017 est.)",7.5,8.6,8.7,-0.09999999999999963,Europe,83.3,80.8,86.1
Sao Tome and Principe,"1 00 N, 7 00 E",1.0,7.0,"201,025 (July 2017 est.)",201025,"total: 18.4 years
male: 18 years
female: 18.8 years (2017 est.)",18.4,18.0,18.8,-0.8000000000000007,"0-14 years: 41.85% (male 42,781/female 41,354)
15-24 years: 20.68% (male 21,070/female 20,507)
25-54 years: 30.82% (male 30,454/female 31,509)
55-64 years: 3.81% (male 3,515/female 4,140)
65 years and over: 2.83% (male 2,523/female 3,172) (2017 est.)",41.85,20.68,30.82,3.81,2.83,42781,41354,21070,20507,30454,31509,3515,4140,2523,3172,"-8.3 migrant(s)/1,000 population (2017 est.)",-8.3,32.4,6.8,25.6,Africa,65.3,63.9,66.7
Saudi Arabia,"25 00 N, 45 00 E",25.0,45.0,"28,571,770 (July 2017 est.)
note: immigrants make up 37% of the total population, according to UN data (2017)",28571770,"total: 27.5 years
male: 28.2 years
female: 26.7 years (2017 est.)",27.5,28.2,26.7,1.5,"0-14 years: 26.1% (male 3,825,242/female 3,631,967)
15-24 years: 18.57% (male 2,842,818/female 2,462,061)
25-54 years: 46.86% (male 7,559,248/female 5,829,656)
55-64 years: 5.03% (male 783,673/female 653,404)
65 years and over: 3.44% (male 498,830/female 484,871) (2017 est.)",26.1,18.57,46.86,5.03,3.44,3825242,3631967,2842818,2462061,7559248,5829656,783673,653404,498830,484871,"-0.5 migrant(s)/1,000 population (2017 est.)",-0.5,18.3,3.4,14.9,Middle East,75.5,73.4,77.7
Senegal,"14 00 N, 14 00 W",14.0,-14.0,"14,668,522 (July 2017 est.)",14668522,"total: 18.8 years
male: 18 years
female: 19.7 years (2017 est.)",18.8,18.0,19.7,-1.6999999999999993,"0-14 years: 41.51% (male 3,060,118/female 3,028,975)
15-24 years: 20.33% (male 1,486,393/female 1,496,393)
25-54 years: 31.19% (male 2,102,757/female 2,472,683)
55-64 years: 3.98% (male 251,673/female 332,113)
65 years and over: 2.98% (male 194,491/female 242,926) (2017 est.)",41.51,20.33,31.19,3.98,2.98,3060118,3028975,1486393,1496393,2102757,2472683,251673,332113,194491,242926,"-1.5 migrant(s)/1,000 population (2017 est.)",-1.5,33.4,8.1,25.3,Africa,62.1,60.0,64.3
Serbia,"44 00 N, 21 00 E",44.0,21.0,"7,111,024
note: does not include the population of Kosovo (July 2017 est.)",7111024,"total: 42.6 years
male: 40.9 years
female: 44.3 years (2017 est.)",42.6,40.9,44.3,-3.3999999999999986,"0-14 years: 14.5% (male 531,524/female 499,715)
15-24 years: 11.26% (male 413,046/female 387,697)
25-54 years: 41.32% (male 1,483,392/female 1,454,931)
55-64 years: 14.49% (male 496,944/female 533,329)
65 years and over: 18.43% (male 541,569/female 768,877) (2017 est.)",14.5,11.26,41.32,14.49,18.43,531524,499715,413046,387697,1483392,1454931,496944,533329,541569,768877,"0 migrant(s)/1,000 population (2017 est.)",0.0,9.0,13.6,-4.6,Europe,75.7,72.8,78.8
Seychelles,"4 35 S, 55 40 E",-4.583333333333333,55.66666666666666,"93,920 (July 2017 est.)",93920,"total: 35.4 years
male: 34.9 years
female: 36 years (2017 est.)",35.4,34.9,36.0,-1.1000000000000014,"0-14 years: 19.88% (male 9,578/female 9,089)
15-24 years: 13.24% (male 6,536/female 5,898)
25-54 years: 49.36% (male 24,585/female 21,775)
55-64 years: 9.88% (male 4,758/female 4,522)
65 years and over: 7.64% (male 2,868/female 4,311) (2017 est.)",19.88,13.24,49.36,9.88,7.64,9578,9089,6536,5898,24585,21775,4758,4522,2868,4311,"1 migrant(s)/1,000 population (2017 est.)",1.0,13.7,7.0,6.6999999999999975,Africa,74.9,70.4,79.6
Sierra Leone,"8 30 N, 11 30 W",8.5,-11.5,"6,163,195 (July 2017 est.)",6163195,"total: 19 years
male: 18.4 years
female: 19.6 years (2017 est.)",19.0,18.4,19.6,-1.2000000000000028,"0-14 years: 41.82% (male 1,286,681/female 1,290,924)
15-24 years: 18.56% (male 556,478/female 587,454)
25-54 years: 32.16% (male 949,264/female 1,032,783)
55-64 years: 3.7% (male 106,706/female 121,111)
65 years and over: 3.76% (male 96,285/female 135,509) (2017 est.)",41.82,18.56,32.16,3.7,3.76,1286681,1290924,556478,587454,949264,1032783,106706,121111,96285,135509,"-2.1 migrant(s)/1,000 population (2017 est.)",-2.1,36.3,10.4,25.9,Africa,58.6,56.0,61.3
Singapore,"1 22 N, 103 48 E",1.3666666666666667,103.8,"5,888,926 (July 2017 est.)",5888926,"total: 34.6 years
male: 34.5 years
female: 34.7 years (2017 est.)",34.6,34.5,34.7,-0.20000000000000284,"0-14 years: 12.82% (male 386,139/female 368,874)
15-24 years: 16.56% (male 479,683/female 495,649)
25-54 years: 50.53% (male 1,448,463/female 1,527,038)
55-64 years: 10.46% (male 308,477/female 307,557)
65 years and over: 9.63% (male 258,597/female 308,449) (2017 est.)",12.82,16.56,50.53,10.46,9.63,386139,368874,479683,495649,1448463,1527038,308477,307557,258597,308449,"13.1 migrant(s)/1,000 population (2017 est.)",13.1,8.6,3.5,5.1,Southeast Asia,85.2,82.6,88.1
Sint Maarten,"18 4 N, 63 4 W",18.066666666666666,-63.06666666666667,"42,083 (July 2017 est.)",42083,"total: 41 years
male: 39.9 years
female: 42 years (2017 est.)",41.0,39.9,42.0,-2.1000000000000014,"0-14 years: 18.43% (male 4,045/female 3,709)
15-24 years: 14.59% (male 3,066/female 3,073)
25-54 years: 41.99% (male 8,624/female 9,048)
55-64 years: 15.92% (male 3,204/female 3,495)
65 years and over: 9.07% (male 1,837/female 1,982) (2017 est.)",18.43,14.59,41.99,15.92,9.07,4045,3709,3066,3073,8624,9048,3204,3495,1837,1982,"6.3 migrant(s)/1,000 population (2017 est.)",6.3,13.1,5.2,7.899999999999999,Central America and the Caribbean,78.3,76.0,80.8
Slovakia,"48 40 N, 19 30 E",48.66666666666666,19.5,"5,445,829 (July 2017 est.)",5445829,"total: 40.5 years
male: 38.8 years
female: 42.3 years (2017 est.)",40.5,38.8,42.3,-3.5,"0-14 years: 15.17% (male 424,039/female 402,284)
15-24 years: 10.87% (male 305,058/female 286,902)
25-54 years: 45.1% (male 1,240,943/female 1,215,260)
55-64 years: 13.42% (male 347,221/female 383,852)
65 years and over: 15.43% (male 325,738/female 514,532) (2017 est.)",15.17,10.87,45.1,13.42,15.43,424039,402284,305058,286902,1240943,1215260,347221,383852,325738,514532,"0.1 migrant(s)/1,000 population (2017 est.)",0.1,9.7,9.9,-0.20000000000000107,Europe,77.3,73.7,81.1
Slovenia,"46 07 N, 14 49 E",46.11666666666667,14.816666666666665,"1,972,126 (July 2017 est.)",1972126,"total: 44.5 years
male: 42.8 years
female: 46.2 years (2017 est.)",44.5,42.8,46.2,-3.4000000000000057,"0-14 years: 13.32% (male 135,371/female 127,246)
15-24 years: 9.45% (male 95,546/female 90,744)
25-54 years: 42.9% (male 427,723/female 418,349)
55-64 years: 14.83% (male 143,642/female 148,821)
65 years and over: 19.51% (male 157,794/female 226,890) (2017 est.)",13.32,9.45,42.9,14.83,19.51,135371,127246,95546,90744,427723,418349,143642,148821,157794,226890,"0.4 migrant(s)/1,000 population (2017 est.)",0.4,8.2,11.6,-3.4000000000000004,Europe,78.3,74.8,82.2
